"node","stress_observations","normal_observations","retained_stress_weight","weighted_stress_value","weighted_normal_value","weighted_difference","measure","scenario","threshold_pct"
"TPWR",872,7823,1,0.716648814753488,0.619157142693446,0.0974916720600427,"gross_import_ratio","upper",0.1
"TVA",777,7210,1,0.127229968452282,0.0930722539802867,0.034157714471995,"gross_import_ratio","upper",0.1
"AECI",825,7755,1,0.0401991285932787,-0.106065210796112,0.14626433938939,"raw_net_import_ratio","upper",0.1
"GCPD",872,7875,1,-0.0459822887891892,-0.230777154260006,0.184794865470817,"raw_net_import_ratio","upper",0.1
"PNM",876,7883,1,-0.00617254075823812,-0.0548828566848662,0.048710315926628,"raw_net_import_ratio","upper",0.1
"PSCO",875,7874,1,-0.00267629689305146,-0.0281787781061269,0.0255024812130755,"raw_net_import_ratio","upper",0.1
"SCL",876,7718,1,0.582877673082303,0.468882385551669,0.113995287530634,"raw_net_import_ratio","upper",0.1
"TPWR",872,7823,1,0.626516445927368,0.541382758779624,0.0851336871477433,"raw_net_import_ratio","upper",0.1
"TVA",777,7210,1,0.0885071101868141,0.0219320525465151,0.066575057640299,"raw_net_import_ratio","upper",0.1
"AECI",825,7755,1,0.0418659517666927,0.000224285246989387,0.0416416665197033,"net_import_dependence","upper",0.1
"GCPD",872,7875,1,0.082474661081386,0.0126982095984083,0.0697764514829777,"net_import_dependence","upper",0.1
"PNM",876,7883,1,0.031227046196327,0.0211561076291266,0.0100709385672004,"net_import_dependence","upper",0.1
"PSCO",875,7874,1,0.0155880721571604,0.00265216687373039,0.01293590528343,"net_import_dependence","upper",0.1
"SCL",876,7718,1,0.582877673082303,0.468882385551669,0.113995287530634,"net_import_dependence","upper",0.1
"TPWR",872,7823,1,0.626516445927368,0.541382758779624,0.0851336871477433,"net_import_dependence","upper",0.1
"TVA",777,7210,1,0.0885071101868141,0.0219320525465151,0.066575057640299,"net_import_dependence","upper",0.1
"AECI",825,7755,1,0.001666823173414,0.106289496043101,-0.104622672869687,"net_export_intensity","upper",0.1
"GCPD",872,7875,1,0.128456949870575,0.243475363858414,-0.115018413987839,"net_export_intensity","upper",0.1
"PNM",876,7883,1,0.0373995869545652,0.0760389643139928,-0.0386393773594276,"net_export_intensity","upper",0.1
"PSCO",875,7874,1,0.0182643690502118,0.0308309449798573,-0.0125665759296455,"net_export_intensity","upper",0.1
"SCL",876,7718,1,0,0,0,"net_export_intensity","upper",0.1
"TPWR",872,7823,1,0,0,0,"net_export_intensity","upper",0.1
"TVA",777,7210,1,0,0,0,"net_export_intensity","upper",0.1
"NW",793,6478,1,0.0126517978409016,0.013684060376345,-0.00103226253544341,"gross_import_ratio","lower",0.1
"NW",793,6478,1,-0.0222547566870248,-0.0251476592264816,0.00289290253945676,"raw_net_import_ratio","lower",0.1
"NW",793,6478,1,0.000708274947783336,4.42783849678569e-05,0.000663996562815479,"net_import_dependence","lower",0.1
"NW",793,6478,1,0.0229630316348081,0.0251919376114494,-0.00222890597664127,"net_export_intensity","lower",0.1
"NW",793,6478,1,0.0137592607876876,0.0150733934080659,-0.00131413262037828,"gross_import_ratio","mid",0.1
"NW",793,6478,1,-0.0215081511225842,-0.02419258762495,0.00268443650236579,"raw_net_import_ratio","mid",0.1
"NW",793,6478,1,0.00087747025245284,4.18492514944806e-05,0.00083562100095836,"net_import_dependence","mid",0.1
"NW",793,6478,1,0.0223856213750371,0.0242344368764445,-0.00184881550140742,"net_export_intensity","mid",0.1
"NW",793,6478,1,0.0148667237344737,0.0164627264397868,-0.00159600270531315,"gross_import_ratio","upper",0.1
"NW",793,6478,1,-0.0207615455581437,-0.0232375160234185,0.0024759704652748,"raw_net_import_ratio","upper",0.1
"NW",793,6478,1,0.00104666555712234,6.04002144475792e-05,0.000986265342674764,"net_import_dependence","upper",0.1
"NW",793,6478,1,0.021808211115266,0.023297916237866,-0.00148970512260003,"net_export_intensity","upper",0.1
