"observations","reciprocal_coverage","median_absolute_gap","p95_absolute_gap","within_5_percent","total_pair_hours","total_direction_conflict_hours","direction_conflict_pct"
2879942,0.922981782272004,0,384,0.834094142733211,1550875,21826,0.0140733456919481
