sample_id,pair_hours,single_report_n,reciprocal_agreement_n,reciprocal_discrepancy_n,single_report_pct,reciprocal_agreement_pct,reciprocal_discrepancy_pct,direction_conflict_n,direction_conflict_pct
2025-07-15,4362,721,2997,644,0.16529115084823476,0.68707015130674,0.14763869784502523,38,0.00871160018340211
